Installing dependencies from requirements.txt...
Loading dataset: tatsu-lab/alpaca
Total samples loaded: 52002
Dropped 28 samples with empty output fields.
Train dataset size:      46776
Validation dataset size: 5198
Output directory: /work/gvx508/llmProject/checkpoints/sft-lora-Llama-3.2-3B-alpaca-r32-a64-d0.05-lr1.0e-04-wd0.01
Train dataset size:      46776
Validation dataset size: 5198
Max sequence length: 131072
{'eval_loss': '2.353', 'eval_runtime': '162.5', 'eval_samples_per_second': '31.99', 'eval_steps_per_second': '8', 'eval_entropy': '2.408', 'eval_num_tokens': '0', 'eval_mean_token_accuracy': '0.4913', 'epoch': 0}
{'loss': '2.289', 'grad_norm': '1.972', 'learning_rate': '0', 'entropy': '2.335', 'num_tokens': '3703', 'mean_token_accuracy': '0.4958', 'epoch': '0.0006841'}
{'eval_loss': '1.02', 'eval_runtime': '158.7', 'eval_samples_per_second': '32.74', 'eval_steps_per_second': '8.189', 'eval_entropy': '1.031', 'eval_num_tokens': '3.983e+06', 'eval_mean_token_accuracy': '0.7311', 'epoch': '0.8209'}
{'loss': '1.036', 'grad_norm': '0.4487', 'learning_rate': '1.489e-05', 'entropy': '1.025', 'num_tokens': '3.999e+06', 'mean_token_accuracy': '0.7315', 'epoch': '0.8244'}
{'loss': '1.035', 'grad_norm': '0.3362', 'learning_rate': '1.435e-05', 'entropy': '1.023', 'num_tokens': '4.016e+06', 'mean_token_accuracy': '0.7328', 'epoch': '0.8278'}
{'loss': '1.035', 'grad_norm': '0.3775', 'learning_rate': '1.381e-05', 'entropy': '1.04', 'num_tokens': '4.032e+06', 'mean_token_accuracy': '0.7275', 'epoch': '0.8312'}
{'loss': '1.059', 'grad_norm': '0.3247', 'learning_rate': '1.329e-05', 'entropy': '1.053', 'num_tokens': '4.049e+06', 'mean_token_accuracy': '0.7232', 'epoch': '0.8346'}
{'loss': '1.075', 'grad_norm': '0.348', 'learning_rate': '1.277e-05', 'entropy': '1.049', 'num_tokens': '4.067e+06', 'mean_token_accuracy': '0.7254', 'epoch': '0.838'}
{'loss': '1.008', 'grad_norm': '0.3427', 'learning_rate': '1.226e-05', 'entropy': '1.023', 'num_tokens': '4.083e+06', 'mean_token_accuracy': '0.7336', 'epoch': '0.8415'}
{'loss': '1.031', 'grad_norm': '0.3422', 'learning_rate': '1.176e-05', 'entropy': '1.028', 'num_tokens': '4.099e+06', 'mean_token_accuracy': '0.7333', 'epoch': '0.8449'}
{'loss': '0.9962', 'grad_norm': '0.3344', 'learning_rate': '1.127e-05', 'entropy': '0.9905', 'num_tokens': '4.116e+06', 'mean_token_accuracy': '0.7398', 'epoch': '0.8483'}
{'loss': '1.042', 'grad_norm': '0.3739', 'learning_rate': '1.079e-05', 'entropy': '1.026', 'num_tokens': '4.133e+06', 'mean_token_accuracy': '0.7295', 'epoch': '0.8517'}
{'loss': '1.028', 'grad_norm': '0.3445', 'learning_rate': '1.032e-05', 'entropy': '1.021', 'num_tokens': '4.15e+06', 'mean_token_accuracy': '0.7335', 'epoch': '0.8551'}
{'eval_loss': '1.019', 'eval_runtime': '159', 'eval_samples_per_second': '32.7', 'eval_steps_per_second': '8.178', 'eval_entropy': '1.032', 'eval_num_tokens': '4.15e+06', 'eval_mean_token_accuracy': '0.7313', 'epoch': '0.8551'}
{'loss': '1.019', 'grad_norm': '0.3306', 'learning_rate': '9.858e-06', 'entropy': '1.011', 'num_tokens': '4.167e+06', 'mean_token_accuracy': '0.7365', 'epoch': '0.8586'}
{'loss': '0.993', 'grad_norm': '0.3793', 'learning_rate': '9.405e-06', 'entropy': '1.004', 'num_tokens': '4.183e+06', 'mean_token_accuracy': '0.7415', 'epoch': '0.862'}
{'loss': '1.074', 'grad_norm': '0.3305', 'learning_rate': '8.962e-06', 'entropy': '1.088', 'num_tokens': '4.2e+06', 'mean_token_accuracy': '0.7204', 'epoch': '0.8654'}
{'loss': '1.071', 'grad_norm': '0.3602', 'learning_rate': '8.528e-06', 'entropy': '1.052', 'num_tokens': '4.217e+06', 'mean_token_accuracy': '0.7269', 'epoch': '0.8688'}
{'loss': '0.993', 'grad_norm': '0.3838', 'learning_rate': '8.104e-06', 'entropy': '0.9845', 'num_tokens': '4.233e+06', 'mean_token_accuracy': '0.7414', 'epoch': '0.8722'}
{'loss': '1.013', 'grad_norm': '0.3203', 'learning_rate': '7.69e-06', 'entropy': '1.023', 'num_tokens': '4.25e+06', 'mean_token_accuracy': '0.736', 'epoch': '0.8757'}
{'loss': '1.052', 'grad_norm': '0.3438', 'learning_rate': '7.286e-06', 'entropy': '1.047', 'num_tokens': '4.267e+06', 'mean_token_accuracy': '0.7231', 'epoch': '0.8791'}
{'loss': '1.072', 'grad_norm': '0.3252', 'learning_rate': '6.892e-06', 'entropy': '1.052', 'num_tokens': '4.285e+06', 'mean_token_accuracy': '0.7246', 'epoch': '0.8825'}
{'loss': '1.057', 'grad_norm': '0.3404', 'learning_rate': '6.508e-06', 'entropy': '1.032', 'num_tokens': '4.301e+06', 'mean_token_accuracy': '0.7344', 'epoch': '0.8859'}
{'loss': '1.054', 'grad_norm': '0.3254', 'learning_rate': '6.134e-06', 'entropy': '1.051', 'num_tokens': '4.318e+06', 'mean_token_accuracy': '0.7224', 'epoch': '0.8893'}
{'eval_loss': '1.018', 'eval_runtime': '159.2', 'eval_samples_per_second': '32.66', 'eval_steps_per_second': '8.168', 'eval_entropy': '1.027', 'eval_num_tokens': '4.318e+06', 'eval_mean_token_accuracy': '0.7314', 'epoch': '0.8893'}
{'loss': '0.9917', 'grad_norm': '0.3516', 'learning_rate': '5.771e-06', 'entropy': '0.9868', 'num_tokens': '4.333e+06', 'mean_token_accuracy': '0.7452', 'epoch': '0.8928'}
{'loss': '1.039', 'grad_norm': '0.3422', 'learning_rate': '5.418e-06', 'entropy': '1.042', 'num_tokens': '4.35e+06', 'mean_token_accuracy': '0.7276', 'epoch': '0.8962'}
{'loss': '1.045', 'grad_norm': '0.3354', 'learning_rate': '5.076e-06', 'entropy': '1.039', 'num_tokens': '4.367e+06', 'mean_token_accuracy': '0.7251', 'epoch': '0.8996'}
{'loss': '1.04', 'grad_norm': '0.3348', 'learning_rate': '4.744e-06', 'entropy': '1.028', 'num_tokens': '4.384e+06', 'mean_token_accuracy': '0.733', 'epoch': '0.903'}
{'loss': '1.058', 'grad_norm': '0.3247', 'learning_rate': '4.423e-06', 'entropy': '1.044', 'num_tokens': '4.401e+06', 'mean_token_accuracy': '0.7233', 'epoch': '0.9064'}
{'loss': '1.004', 'grad_norm': '0.2983', 'learning_rate': '4.113e-06', 'entropy': '1.005', 'num_tokens': '4.419e+06', 'mean_token_accuracy': '0.7342', 'epoch': '0.9099'}
{'loss': '1.012', 'grad_norm': '0.3366', 'learning_rate': '3.813e-06', 'entropy': '0.9996', 'num_tokens': '4.436e+06', 'mean_token_accuracy': '0.7353', 'epoch': '0.9133'}
{'loss': '1.085', 'grad_norm': '0.3167', 'learning_rate': '3.525e-06', 'entropy': '1.085', 'num_tokens': '4.454e+06', 'mean_token_accuracy': '0.7148', 'epoch': '0.9167'}
{'loss': '1.007', 'grad_norm': '0.3691', 'learning_rate': '3.247e-06', 'entropy': '1.01', 'num_tokens': '4.47e+06', 'mean_token_accuracy': '0.7353', 'epoch': '0.9201'}
{'loss': '1.007', 'grad_norm': '0.3185', 'learning_rate': '2.98e-06', 'entropy': '1.015', 'num_tokens': '4.488e+06', 'mean_token_accuracy': '0.7313', 'epoch': '0.9236'}
{'eval_loss': '1.018', 'eval_runtime': '159', 'eval_samples_per_second': '32.69', 'eval_steps_per_second': '8.176', 'eval_entropy': '1.029', 'eval_num_tokens': '4.488e+06', 'eval_mean_token_accuracy': '0.7314', 'epoch': '0.9236'}
{'loss': '0.9608', 'grad_norm': '0.3812', 'learning_rate': '2.725e-06', 'entropy': '0.9598', 'num_tokens': '4.504e+06', 'mean_token_accuracy': '0.75', 'epoch': '0.927'}
{'loss': '0.9862', 'grad_norm': '0.3321', 'learning_rate': '2.48e-06', 'entropy': '1', 'num_tokens': '4.52e+06', 'mean_token_accuracy': '0.7421', 'epoch': '0.9304'}
{'loss': '0.9979', 'grad_norm': '0.3275', 'learning_rate': '2.247e-06', 'entropy': '1.007', 'num_tokens': '4.537e+06', 'mean_token_accuracy': '0.7403', 'epoch': '0.9338'}
{'loss': '1.046', 'grad_norm': '0.3351', 'learning_rate': '2.025e-06', 'entropy': '1.042', 'num_tokens': '4.553e+06', 'mean_token_accuracy': '0.7284', 'epoch': '0.9372'}
{'loss': '1.022', 'grad_norm': '0.3219', 'learning_rate': '1.815e-06', 'entropy': '1.023', 'num_tokens': '4.57e+06', 'mean_token_accuracy': '0.7289', 'epoch': '0.9407'}
{'loss': '1.062', 'grad_norm': '0.3575', 'learning_rate': '1.615e-06', 'entropy': '1.053', 'num_tokens': '4.587e+06', 'mean_token_accuracy': '0.7272', 'epoch': '0.9441'}
{'loss': '1.031', 'grad_norm': '0.3774', 'learning_rate': '1.428e-06', 'entropy': '1.005', 'num_tokens': '4.603e+06', 'mean_token_accuracy': '0.7351', 'epoch': '0.9475'}
{'loss': '1.056', 'grad_norm': '0.3524', 'learning_rate': '1.251e-06', 'entropy': '1.071', 'num_tokens': '4.621e+06', 'mean_token_accuracy': '0.7258', 'epoch': '0.9509'}
{'loss': '0.9913', 'grad_norm': '0.3461', 'learning_rate': '1.086e-06', 'entropy': '0.9816', 'num_tokens': '4.637e+06', 'mean_token_accuracy': '0.7426', 'epoch': '0.9543'}
{'loss': '1.021', 'grad_norm': '0.3461', 'learning_rate': '9.329e-07', 'entropy': '1.001', 'num_tokens': '4.653e+06', 'mean_token_accuracy': '0.7399', 'epoch': '0.9578'}
{'eval_loss': '1.018', 'eval_runtime': '159', 'eval_samples_per_second': '32.7', 'eval_steps_per_second': '8.177', 'eval_entropy': '1.026', 'eval_num_tokens': '4.653e+06', 'eval_mean_token_accuracy': '0.7314', 'epoch': '0.9578'}
{'loss': '1.012', 'grad_norm': '0.3572', 'learning_rate': '7.91e-07', 'entropy': '1.016', 'num_tokens': '4.669e+06', 'mean_token_accuracy': '0.737', 'epoch': '0.9612'}
{'loss': '0.9986', 'grad_norm': '0.3198', 'learning_rate': '6.608e-07', 'entropy': '1.001', 'num_tokens': '4.686e+06', 'mean_token_accuracy': '0.7382', 'epoch': '0.9646'}
{'loss': '1.038', 'grad_norm': '0.35', 'learning_rate': '5.422e-07', 'entropy': '1.041', 'num_tokens': '4.701e+06', 'mean_token_accuracy': '0.726', 'epoch': '0.968'}
{'loss': '0.9984', 'grad_norm': '0.285', 'learning_rate': '4.353e-07', 'entropy': '1.015', 'num_tokens': '4.719e+06', 'mean_token_accuracy': '0.7292', 'epoch': '0.9714'}
{'loss': '1.051', 'grad_norm': '0.3833', 'learning_rate': '3.401e-07', 'entropy': '1.039', 'num_tokens': '4.736e+06', 'mean_token_accuracy': '0.7272', 'epoch': '0.9749'}
{'loss': '1.03', 'grad_norm': '0.3301', 'learning_rate': '2.565e-07', 'entropy': '1.025', 'num_tokens': '4.752e+06', 'mean_token_accuracy': '0.7304', 'epoch': '0.9783'}
{'loss': '1.07', 'grad_norm': '0.3341', 'learning_rate': '1.847e-07', 'entropy': '1.068', 'num_tokens': '4.77e+06', 'mean_token_accuracy': '0.7182', 'epoch': '0.9817'}
{'loss': '1.068', 'grad_norm': '0.3663', 'learning_rate': '1.247e-07', 'entropy': '1.06', 'num_tokens': '4.786e+06', 'mean_token_accuracy': '0.7249', 'epoch': '0.9851'}
{'loss': '1.031', 'grad_norm': '0.3231', 'learning_rate': '7.637e-08', 'entropy': '1.032', 'num_tokens': '4.802e+06', 'mean_token_accuracy': '0.7296', 'epoch': '0.9885'}
{'loss': '1.085', 'grad_norm': '0.306', 'learning_rate': '3.984e-08', 'entropy': '1.072', 'num_tokens': '4.821e+06', 'mean_token_accuracy': '0.7188', 'epoch': '0.992'}
{'eval_loss': '1.018', 'eval_runtime': '159', 'eval_samples_per_second': '32.69', 'eval_steps_per_second': '8.175', 'eval_entropy': '1.026', 'eval_num_tokens': '4.821e+06', 'eval_mean_token_accuracy': '0.7314', 'epoch': '0.992'}
{'loss': '1.031', 'grad_norm': '0.3167', 'learning_rate': '1.509e-08', 'entropy': '1.028', 'num_tokens': '4.838e+06', 'mean_token_accuracy': '0.7324', 'epoch': '0.9954'}
{'loss': '1.025', 'grad_norm': '0.3436', 'learning_rate': '2.122e-09', 'entropy': '1.026', 'num_tokens': '4.853e+06', 'mean_token_accuracy': '0.7387', 'epoch': '0.9988'}
{'eval_loss': '1.018', 'eval_runtime': '158.8', 'eval_samples_per_second': '32.73', 'eval_steps_per_second': '8.185', 'eval_entropy': '1.026', 'eval_num_tokens': '4.858e+06', 'eval_mean_token_accuracy': '0.7315', 'epoch': '1'}
{'train_runtime': '1.107e+04', 'train_samples_per_second': '4.226', 'train_steps_per_second': '0.132', 'train_loss': '1.092', 'epoch': '1'}
Training complete. LoRA adapter saved to: /work/gvx508/llmProject/checkpoints/sft-lora-Llama-3.2-3B-alpaca-r32-a64-d0.05-lr1.0e-04-wd0.01
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33m/work/gvx508/llmProject/checkpoints/sft-lora-Llama-3.2-3B-alpaca-r32-a64-d0.05-lr1.0e-04-wd0.01[0m at: [34mhttps://wandb.ai/shnrndk-university-of-texas-at-san-antonio/huggingface/runs/chmd6k58[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20260415_104606-chmd6k58/logs[0m
